,Respondent_ID,Gender,Age,Typical_consumption_situations,Current_brands
5244,125275,Female,65+,Studying/working late,Cola-Coka
5245,125276,Non-binary,19-30,Sports/exercise,Blue Bull
5246,125277,Female,31-45,Driving/commuting,Bepsi
5247,125278,Male,31-45,Social outings/parties,Sky 9
5248,125279,Male,15-18,Other,Others
5249,125280,Male,31-45,Sports/exercise,Gangster
5250,125281,Male,19-30,Other,Sky 9
5251,125282,Male,15-18,Studying/working late,Cola-Coka
5252,125283,Male,19-30,Studying/working late,Gangster
5253,125284,Male,19-30,Sports/exercise,Cola-Coka
5254,125285,Female,19-30,Sports/exercise,Gangster
5255,125286,Male,31-45,Studying/working late,Cola-Coka
5256,125287,Female,19-30,Sports/exercise,Gangster
5257,125288,Female,46-65,Studying/working late,Gangster
5258,125289,Male,31-45,Studying/working late,Bepsi
5259,125290,Female,19-30,Sports/exercise,Cola-Coka
5260,125291,Female,65+,Sports/exercise,Blue Bull
5261,125292,Male,31-45,Sports/exercise,Cola-Coka
5262,125293,Male,19-30,Studying/working late,Sky 9
5263,125294,Male,19-30,Social outings/parties,Blue Bull
5264,125295,Male,31-45,Sports/exercise,Bepsi
5265,125296,Male,19-30,Sports/exercise,Gangster
5266,125297,Male,19-30,Sports/exercise,Blue Bull
5267,125298,Male,19-30,Social outings/parties,Gangster
5268,125299,Female,19-30,Studying/working late,Bepsi
5269,125300,Male,19-30,Sports/exercise,Cola-Coka
5270,125301,Male,19-30,Studying/working late,Bepsi
5271,125302,Male,15-18,Sports/exercise,Bepsi
5272,125303,Female,19-30,Sports/exercise,CodeX
5273,125304,Female,19-30,Sports/exercise,Blue Bull
5274,125305,Male,19-30,Sports/exercise,Gangster
5275,125306,Male,31-45,Sports/exercise,CodeX
5276,125307,Male,15-18,Sports/exercise,CodeX
5277,125308,Male,19-30,Sports/exercise,Others
5278,125309,Female,46-65,Sports/exercise,Cola-Coka
5279,125310,Male,19-30,Studying/working late,Gangster
5280,125311,Male,31-45,Studying/working late,Bepsi
5281,125312,Male,19-30,Studying/working late,Cola-Coka
5282,125313,Non-binary,19-30,Sports/exercise,Gangster
5283,125314,Male,15-18,Social outings/parties,Bepsi
5284,125315,Male,15-18,Sports/exercise,Gangster
5285,125316,Male,31-45,Sports/exercise,Gangster
5286,125317,Male,65+,Studying/working late,Gangster
5287,125318,Male,31-45,Studying/working late,Blue Bull
5288,125319,Male,19-30,Social outings/parties,Bepsi
5289,125320,Female,19-30,Sports/exercise,Gangster
5290,125321,Male,19-30,Sports/exercise,Gangster
5291,125322,Male,19-30,Social outings/parties,Gangster
5292,125323,Male,15-18,Sports/exercise,Gangster
5293,125324,Female,31-45,Sports/exercise,Cola-Coka
5294,125325,Male,19-30,Sports/exercise,Others
5295,125326,Male,65+,Sports/exercise,Blue Bull
5296,125327,Female,31-45,Social outings/parties,Bepsi
5297,125328,Female,31-45,Sports/exercise,Bepsi
5298,125329,Male,31-45,Studying/working late,Cola-Coka
5299,125330,Female,19-30,Studying/working late,Gangster
5300,125331,Male,19-30,Sports/exercise,CodeX
5301,125332,Male,19-30,Social outings/parties,Bepsi
5302,125333,Female,31-45,Sports/exercise,Bepsi
5303,125334,Male,19-30,Sports/exercise,Bepsi
5304,125335,Male,19-30,Studying/working late,Cola-Coka
5305,125336,Male,46-65,Social outings/parties,Cola-Coka
5306,125337,Female,31-45,Driving/commuting,Sky 9
5307,125338,Female,19-30,Sports/exercise,Gangster
5308,125339,Male,19-30,Studying/working late,Blue Bull
5309,125340,Male,19-30,Social outings/parties,Bepsi
5310,125341,Male,19-30,Sports/exercise,Sky 9
5311,125342,Male,19-30,Social outings/parties,CodeX
5312,125343,Female,31-45,Social outings/parties,Gangster
5313,125344,Male,15-18,Sports/exercise,Cola-Coka
5314,125345,Female,15-18,Sports/exercise,Gangster
5315,125346,Female,31-45,Social outings/parties,Sky 9
5316,125347,Male,15-18,Studying/working late,Gangster
5317,125348,Male,15-18,Social outings/parties,Cola-Coka
5318,125349,Male,19-30,Studying/working late,Bepsi
5319,125350,Female,31-45,Sports/exercise,Others
5320,125351,Male,31-45,Social outings/parties,Gangster
5321,125352,Male,19-30,Sports/exercise,Cola-Coka
5322,125353,Female,31-45,Social outings/parties,CodeX
5323,125354,Male,19-30,Studying/working late,Cola-Coka
5324,125355,Female,19-30,Sports/exercise,Gangster
5325,125356,Female,31-45,Social outings/parties,Gangster
5326,125357,Male,19-30,Studying/working late,Blue Bull
5327,125358,Male,19-30,Sports/exercise,Cola-Coka
5328,125359,Female,19-30,Social outings/parties,Sky 9
5329,125360,Male,15-18,Sports/exercise,Bepsi
5330,125361,Male,19-30,Other,Bepsi
5331,125362,Female,19-30,Sports/exercise,Cola-Coka
5332,125363,Male,19-30,Social outings/parties,Cola-Coka
5333,125364,Male,19-30,Social outings/parties,Cola-Coka
5334,125365,Male,19-30,Studying/working late,Blue Bull
5335,125366,Female,15-18,Studying/working late,Cola-Coka
5336,125367,Non-binary,19-30,Sports/exercise,Bepsi
5337,125368,Male,19-30,Social outings/parties,Gangster
5338,125369,Male,19-30,Studying/working late,Gangster
5339,125370,Male,19-30,Studying/working late,Others
5340,125371,Male,19-30,Studying/working late,Blue Bull
5341,125372,Male,65+,Sports/exercise,Gangster
5342,125373,Male,19-30,Sports/exercise,Cola-Coka
5343,125374,Female,19-30,Sports/exercise,Cola-Coka
5344,125375,Male,19-30,Studying/working late,Cola-Coka
5345,125376,Female,15-18,Driving/commuting,Bepsi
5346,125377,Male,19-30,Social outings/parties,CodeX
5347,125378,Male,19-30,Studying/working late,Gangster
5348,125379,Male,31-45,Studying/working late,Bepsi
5349,125380,Male,19-30,Sports/exercise,Gangster
5350,125381,Female,31-45,Sports/exercise,Cola-Coka
5351,125382,Male,19-30,Sports/exercise,Bepsi
5352,125383,Male,19-30,Social outings/parties,Gangster
5353,125384,Female,15-18,Other,Sky 9
5354,125385,Male,19-30,Studying/working late,Blue Bull
5355,125386,Male,19-30,Sports/exercise,Gangster
5356,125387,Male,31-45,Other,Others
5357,125388,Male,15-18,Sports/exercise,Gangster
5358,125389,Male,31-45,Sports/exercise,Gangster
5359,125390,Female,31-45,Social outings/parties,Gangster
5360,125391,Male,19-30,Studying/working late,Bepsi
5361,125392,Male,19-30,Sports/exercise,Bepsi
5362,125393,Male,31-45,Sports/exercise,Gangster
5363,125394,Female,15-18,Sports/exercise,Bepsi
5364,125395,Male,15-18,Other,Cola-Coka
5365,125396,Male,19-30,Sports/exercise,Bepsi
5366,125397,Male,19-30,Sports/exercise,Cola-Coka
5367,125398,Female,19-30,Sports/exercise,Cola-Coka
5368,125399,Male,15-18,Sports/exercise,Others
5369,125400,Female,15-18,Studying/working late,Bepsi
5370,125401,Female,19-30,Sports/exercise,Cola-Coka
5371,125402,Male,31-45,Sports/exercise,Cola-Coka
5372,125403,Male,19-30,Social outings/parties,Others
5373,125404,Male,15-18,Sports/exercise,CodeX
5374,125405,Female,31-45,Sports/exercise,Gangster
5375,125406,Male,19-30,Studying/working late,Bepsi
5376,125407,Female,19-30,Driving/commuting,CodeX
5377,125408,Female,19-30,Sports/exercise,CodeX
5378,125409,Male,19-30,Studying/working late,Bepsi
5379,125410,Male,31-45,Sports/exercise,Cola-Coka
5380,125411,Male,19-30,Sports/exercise,Gangster
5381,125412,Male,19-30,Other,Cola-Coka
5382,125413,Female,15-18,Studying/working late,CodeX
5383,125414,Female,31-45,Sports/exercise,Blue Bull
5384,125415,Male,15-18,Driving/commuting,Gangster
5385,125416,Female,19-30,Sports/exercise,Bepsi
5386,125417,Female,19-30,Sports/exercise,Bepsi
5387,125418,Male,15-18,Sports/exercise,CodeX
5388,125419,Female,15-18,Sports/exercise,Cola-Coka
5389,125420,Female,19-30,Studying/working late,Bepsi
5390,125421,Female,19-30,Studying/working late,Bepsi
5391,125422,Male,19-30,Sports/exercise,Blue Bull
5392,125423,Female,15-18,Sports/exercise,Gangster
5393,125424,Male,31-45,Sports/exercise,Cola-Coka
5394,125425,Male,15-18,Studying/working late,Gangster
5395,125426,Male,15-18,Social outings/parties,CodeX
5396,125427,Male,19-30,Driving/commuting,Bepsi
5397,125428,Male,19-30,Sports/exercise,Gangster
5398,125429,Male,19-30,Studying/working late,CodeX
5399,125430,Male,19-30,Sports/exercise,Gangster
5400,125431,Female,31-45,Studying/working late,Bepsi
5401,125432,Female,15-18,Sports/exercise,Blue Bull
5402,125433,Male,19-30,Sports/exercise,Bepsi
5403,125434,Female,19-30,Studying/working late,Blue Bull
5404,125435,Female,15-18,Sports/exercise,Blue Bull
5405,125436,Female,65+,Social outings/parties,CodeX
5406,125437,Female,19-30,Studying/working late,CodeX
5407,125438,Male,19-30,Social outings/parties,Sky 9
5408,125439,Male,31-45,Other,Cola-Coka
5409,125440,Female,19-30,Social outings/parties,Bepsi
5410,125441,Female,19-30,Sports/exercise,Cola-Coka
5411,125442,Male,19-30,Sports/exercise,Gangster
5412,125443,Male,15-18,Studying/working late,Blue Bull
5413,125444,Female,15-18,Sports/exercise,Cola-Coka
5414,125445,Male,19-30,Social outings/parties,Gangster
5415,125446,Male,19-30,Studying/working late,Cola-Coka
5416,125447,Female,19-30,Sports/exercise,Gangster
5417,125448,Female,31-45,Studying/working late,Cola-Coka
5418,125449,Male,19-30,Sports/exercise,Bepsi
5419,125450,Male,19-30,Sports/exercise,Gangster
5420,125451,Male,19-30,Studying/working late,Cola-Coka
5421,125452,Female,31-45,Sports/exercise,Bepsi
5422,125453,Male,19-30,Sports/exercise,Bepsi
5423,125454,Male,19-30,Social outings/parties,Bepsi
5424,125455,Female,15-18,Driving/commuting,Cola-Coka
5425,125456,Female,19-30,Social outings/parties,Blue Bull
5426,125457,Female,31-45,Sports/exercise,Cola-Coka
5427,125458,Male,15-18,Social outings/parties,Gangster
5428,125459,Male,65+,Sports/exercise,Gangster
5429,125460,Male,46-65,Studying/working late,Cola-Coka
5430,125461,Male,19-30,Sports/exercise,Bepsi
5431,125462,Female,19-30,Sports/exercise,Cola-Coka
5432,125463,Female,19-30,Sports/exercise,Cola-Coka
5433,125464,Male,19-30,Sports/exercise,Sky 9
5434,125465,Male,15-18,Sports/exercise,Gangster
5435,125466,Female,19-30,Studying/working late,Others
5436,125467,Male,46-65,Studying/working late,Bepsi
5437,125468,Female,46-65,Sports/exercise,Gangster
5438,125469,Female,19-30,Sports/exercise,Gangster
5439,125470,Male,19-30,Studying/working late,CodeX
5440,125471,Female,31-45,Social outings/parties,Sky 9
5441,125472,Male,19-30,Social outings/parties,Bepsi
5442,125473,Male,19-30,Social outings/parties,Cola-Coka
5443,125474,Female,15-18,Studying/working late,Blue Bull
5444,125475,Female,19-30,Sports/exercise,Cola-Coka
5445,125476,Female,15-18,Sports/exercise,Gangster
5446,125477,Male,19-30,Sports/exercise,Blue Bull
5447,125478,Male,31-45,Sports/exercise,Gangster
5448,125479,Male,19-30,Studying/working late,Cola-Coka
5449,125480,Female,19-30,Sports/exercise,Blue Bull
5450,125481,Female,19-30,Sports/exercise,Cola-Coka
5451,125482,Male,19-30,Sports/exercise,Gangster
5452,125483,Female,15-18,Studying/working late,Bepsi
5453,125484,Female,19-30,Social outings/parties,Bepsi
5454,125485,Female,15-18,Studying/working late,Blue Bull
5455,125486,Male,31-45,Social outings/parties,Blue Bull
5456,125487,Male,31-45,Sports/exercise,Cola-Coka
5457,125488,Female,46-65,Sports/exercise,Cola-Coka
5458,125489,Female,31-45,Social outings/parties,Cola-Coka
5459,125490,Male,19-30,Sports/exercise,Cola-Coka
5460,125491,Male,19-30,Other,Sky 9
5461,125492,Male,15-18,Other,Cola-Coka
5462,125493,Male,15-18,Sports/exercise,Gangster
5463,125494,Male,19-30,Studying/working late,Cola-Coka
5464,125495,Male,19-30,Studying/working late,Cola-Coka
5465,125496,Male,31-45,Other,Gangster
5466,125497,Male,46-65,Driving/commuting,Gangster
5467,125498,Male,19-30,Studying/working late,Gangster
5468,125499,Male,31-45,Sports/exercise,Cola-Coka
5469,125500,Male,19-30,Social outings/parties,Bepsi
5470,125501,Female,15-18,Sports/exercise,Bepsi
5471,125502,Male,31-45,Studying/working late,Bepsi
5472,125503,Female,19-30,Social outings/parties,Bepsi
5473,125504,Female,31-45,Studying/working late,Sky 9
5474,125505,Male,19-30,Sports/exercise,Gangster
5475,125506,Female,31-45,Sports/exercise,Blue Bull
5476,125507,Male,31-45,Social outings/parties,Gangster
5477,125508,Male,15-18,Social outings/parties,Bepsi
5478,125509,Female,15-18,Driving/commuting,Gangster
5479,125510,Male,31-45,Sports/exercise,Blue Bull
5480,125511,Male,19-30,Sports/exercise,Bepsi
5481,125512,Male,31-45,Studying/working late,Gangster
5482,125513,Non-binary,31-45,Studying/working late,Gangster
5483,125514,Female,31-45,Sports/exercise,Bepsi
5484,125515,Male,31-45,Sports/exercise,Sky 9
5485,125516,Male,19-30,Sports/exercise,Others
5486,125517,Male,31-45,Sports/exercise,Gangster
5487,125518,Female,31-45,Studying/working late,Cola-Coka
5488,125519,Female,19-30,Sports/exercise,CodeX
5489,125520,Female,19-30,Sports/exercise,Others
5490,125521,Female,31-45,Driving/commuting,Bepsi
5491,125522,Female,19-30,Other,Gangster
5492,125523,Male,19-30,Studying/working late,Cola-Coka
5493,125524,Female,19-30,Studying/working late,Gangster
5494,125525,Non-binary,19-30,Studying/working late,Bepsi
5495,125526,Male,19-30,Sports/exercise,Gangster
5496,125527,Male,31-45,Other,Cola-Coka
5497,125528,Male,31-45,Social outings/parties,Gangster
5498,125529,Male,19-30,Sports/exercise,Gangster
5499,125530,Female,19-30,Studying/working late,Gangster
5500,125531,Male,19-30,Sports/exercise,Gangster
5501,125532,Male,19-30,Sports/exercise,Cola-Coka
5502,125533,Male,19-30,Social outings/parties,Sky 9
5503,125534,Male,19-30,Social outings/parties,CodeX
5504,125535,Non-binary,19-30,Studying/working late,Blue Bull
5505,125536,Male,19-30,Sports/exercise,Cola-Coka
5506,125537,Male,15-18,Studying/working late,Blue Bull
5507,125538,Male,46-65,Studying/working late,Blue Bull
5508,125539,Male,19-30,Studying/working late,Blue Bull
5509,125540,Female,15-18,Studying/working late,Sky 9
5510,125541,Female,65+,Social outings/parties,CodeX
5511,125542,Male,19-30,Other,Cola-Coka
5512,125543,Male,19-30,Sports/exercise,Gangster
5513,125544,Male,31-45,Sports/exercise,Bepsi
5514,125545,Female,19-30,Social outings/parties,Sky 9
5515,125546,Male,15-18,Sports/exercise,Blue Bull
5516,125547,Female,31-45,Sports/exercise,Gangster
5517,125548,Male,15-18,Sports/exercise,Blue Bull
5518,125549,Female,19-30,Sports/exercise,CodeX
5519,125550,Female,19-30,Other,Cola-Coka
5520,125551,Male,31-45,Sports/exercise,CodeX
5521,125552,Male,19-30,Sports/exercise,Cola-Coka
5522,125553,Male,15-18,Sports/exercise,Sky 9
5523,125554,Male,19-30,Sports/exercise,Cola-Coka
5524,125555,Female,19-30,Studying/working late,Bepsi
5525,125556,Male,31-45,Sports/exercise,Gangster
5526,125557,Male,19-30,Sports/exercise,Bepsi
5527,125558,Male,65+,Social outings/parties,Cola-Coka
5528,125559,Male,31-45,Studying/working late,CodeX
5529,125560,Male,19-30,Studying/working late,Bepsi
5530,125561,Female,19-30,Sports/exercise,Blue Bull
5531,125562,Male,31-45,Sports/exercise,Cola-Coka
5532,125563,Female,19-30,Studying/working late,Bepsi
5533,125564,Male,31-45,Studying/working late,Cola-Coka
5534,125565,Male,31-45,Other,Cola-Coka
5535,125566,Male,19-30,Other,Sky 9
5536,125567,Male,19-30,Sports/exercise,Gangster
5537,125568,Male,19-30,Sports/exercise,Blue Bull
5538,125569,Female,15-18,Studying/working late,Blue Bull
5539,125570,Female,19-30,Sports/exercise,Bepsi
5540,125571,Female,15-18,Studying/working late,Blue Bull
5541,125572,Male,19-30,Sports/exercise,CodeX
5542,125573,Male,19-30,Studying/working late,Gangster
5543,125574,Female,15-18,Driving/commuting,Sky 9
5544,125575,Female,46-65,Sports/exercise,Bepsi
5545,125576,Male,46-65,Studying/working late,CodeX
5546,125577,Male,19-30,Sports/exercise,Cola-Coka
5547,125578,Non-binary,19-30,Studying/working late,Gangster
5548,125579,Male,19-30,Studying/working late,Others
5549,125580,Female,19-30,Sports/exercise,Bepsi
5550,125581,Female,19-30,Sports/exercise,Gangster
5551,125582,Non-binary,19-30,Sports/exercise,Blue Bull
5552,125583,Female,19-30,Social outings/parties,Bepsi
5553,125584,Female,15-18,Studying/working late,CodeX
5554,125585,Male,19-30,Sports/exercise,Gangster
5555,125586,Female,19-30,Social outings/parties,Blue Bull
5556,125587,Male,15-18,Sports/exercise,Cola-Coka
5557,125588,Female,19-30,Studying/working late,Others
5558,125589,Male,15-18,Studying/working late,Cola-Coka
5559,125590,Male,15-18,Studying/working late,Gangster
5560,125591,Female,15-18,Sports/exercise,Cola-Coka
5561,125592,Male,19-30,Studying/working late,Bepsi
5562,125593,Male,31-45,Sports/exercise,Others
5563,125594,Female,31-45,Social outings/parties,Bepsi
5564,125595,Male,15-18,Studying/working late,Gangster
5565,125596,Non-binary,19-30,Driving/commuting,Cola-Coka
5566,125597,Male,65+,Sports/exercise,Sky 9
5567,125598,Female,19-30,Sports/exercise,Gangster
5568,125599,Male,31-45,Sports/exercise,Cola-Coka
5569,125600,Female,19-30,Sports/exercise,Cola-Coka
5570,125601,Female,31-45,Sports/exercise,Gangster
5571,125602,Male,19-30,Social outings/parties,CodeX
5572,125603,Female,19-30,Sports/exercise,Bepsi
5573,125604,Female,19-30,Social outings/parties,Gangster
5574,125605,Female,31-45,Other,Cola-Coka
5575,125606,Male,19-30,Sports/exercise,Gangster
5576,125607,Female,19-30,Social outings/parties,Bepsi
5577,125608,Female,19-30,Sports/exercise,Gangster
5578,125609,Male,19-30,Studying/working late,Cola-Coka
5579,125610,Male,19-30,Sports/exercise,CodeX
5580,125611,Female,19-30,Sports/exercise,Gangster
5581,125612,Male,15-18,Social outings/parties,Gangster
5582,125613,Male,19-30,Sports/exercise,Cola-Coka
5583,125614,Male,19-30,Studying/working late,Blue Bull
5584,125615,Male,15-18,Studying/working late,Bepsi
5585,125616,Female,31-45,Social outings/parties,CodeX
5586,125617,Female,19-30,Studying/working late,CodeX
5587,125618,Male,19-30,Sports/exercise,Sky 9
5588,125619,Female,31-45,Sports/exercise,Bepsi
5589,125620,Male,31-45,Sports/exercise,Bepsi
5590,125621,Male,31-45,Studying/working late,Cola-Coka
5591,125622,Male,19-30,Sports/exercise,Cola-Coka
5592,125623,Female,19-30,Driving/commuting,CodeX
5593,125624,Male,19-30,Sports/exercise,Blue Bull
5594,125625,Male,31-45,Studying/working late,Blue Bull
5595,125626,Male,19-30,Sports/exercise,Gangster
5596,125627,Male,31-45,Studying/working late,Others
5597,125628,Female,46-65,Other,Gangster
5598,125629,Female,19-30,Other,Sky 9
5599,125630,Male,19-30,Sports/exercise,CodeX
5600,125631,Female,15-18,Sports/exercise,Gangster
5601,125632,Male,15-18,Studying/working late,Cola-Coka
5602,125633,Female,31-45,Sports/exercise,Bepsi
5603,125634,Non-binary,31-45,Other,Bepsi
5604,125635,Female,19-30,Studying/working late,Bepsi
5605,125636,Male,31-45,Sports/exercise,Bepsi
5606,125637,Male,19-30,Sports/exercise,Cola-Coka
5607,125638,Male,31-45,Studying/working late,Bepsi
5608,125639,Female,19-30,Social outings/parties,Bepsi
5609,125640,Male,31-45,Social outings/parties,CodeX
5610,125641,Male,19-30,Sports/exercise,Cola-Coka
5611,125642,Male,19-30,Studying/working late,Bepsi
5612,125643,Male,19-30,Studying/working late,Sky 9
5613,125644,Male,15-18,Studying/working late,Blue Bull
5614,125645,Male,19-30,Studying/working late,Gangster
5615,125646,Female,19-30,Sports/exercise,Sky 9
5616,125647,Male,19-30,Sports/exercise,Gangster
5617,125648,Male,19-30,Sports/exercise,Cola-Coka
5618,125649,Male,19-30,Studying/working late,Cola-Coka
5619,125650,Male,15-18,Studying/working late,Bepsi
5620,125651,Male,19-30,Sports/exercise,CodeX
5621,125652,Male,15-18,Studying/working late,Sky 9
5622,125653,Female,19-30,Driving/commuting,Gangster
5623,125654,Female,19-30,Social outings/parties,Cola-Coka
5624,125655,Female,15-18,Sports/exercise,CodeX
5625,125656,Male,31-45,Sports/exercise,Sky 9
5626,125657,Male,19-30,Sports/exercise,CodeX
5627,125658,Female,19-30,Studying/working late,Cola-Coka
5628,125659,Female,19-30,Social outings/parties,Cola-Coka
5629,125660,Male,19-30,Studying/working late,Gangster
5630,125661,Male,31-45,Sports/exercise,Cola-Coka
5631,125662,Female,31-45,Social outings/parties,Cola-Coka
5632,125663,Male,19-30,Sports/exercise,Gangster
5633,125664,Male,19-30,Studying/working late,Bepsi
5634,125665,Male,46-65,Studying/working late,Bepsi
5635,125666,Male,19-30,Studying/working late,Blue Bull
5636,125667,Non-binary,15-18,Sports/exercise,Bepsi
5637,125668,Male,19-30,Sports/exercise,CodeX
5638,125669,Female,15-18,Sports/exercise,Blue Bull
5639,125670,Male,46-65,Sports/exercise,Gangster
5640,125671,Male,31-45,Studying/working late,Cola-Coka
5641,125672,Female,19-30,Studying/working late,Blue Bull
5642,125673,Female,15-18,Other,Cola-Coka
5643,125674,Male,31-45,Sports/exercise,Cola-Coka
5644,125675,Male,19-30,Sports/exercise,Sky 9
5645,125676,Female,19-30,Driving/commuting,Blue Bull
5646,125677,Female,19-30,Studying/working late,CodeX
5647,125678,Female,31-45,Studying/working late,Gangster
5648,125679,Female,15-18,Other,Bepsi
5649,125680,Male,19-30,Studying/working late,Cola-Coka
5650,125681,Female,19-30,Studying/working late,Cola-Coka
5651,125682,Male,19-30,Studying/working late,Others
5652,125683,Male,31-45,Studying/working late,Others
5653,125684,Male,15-18,Sports/exercise,Bepsi
5654,125685,Male,65+,Sports/exercise,Bepsi
5655,125686,Male,19-30,Sports/exercise,Bepsi
5656,125687,Male,19-30,Sports/exercise,Blue Bull
5657,125688,Male,31-45,Driving/commuting,Bepsi
5658,125689,Male,46-65,Driving/commuting,Gangster
5659,125690,Male,15-18,Studying/working late,Cola-Coka
5660,125691,Male,19-30,Studying/working late,Gangster
5661,125692,Female,19-30,Social outings/parties,Others
5662,125693,Male,19-30,Social outings/parties,Bepsi
5663,125694,Male,19-30,Sports/exercise,Gangster
5664,125695,Male,31-45,Studying/working late,Blue Bull
5665,125696,Male,19-30,Studying/working late,Sky 9
5666,125697,Male,19-30,Studying/working late,Gangster
5667,125698,Male,19-30,Studying/working late,Blue Bull
5668,125699,Non-binary,19-30,Sports/exercise,Bepsi
5669,125700,Female,19-30,Sports/exercise,Bepsi
5670,125701,Male,15-18,Studying/working late,Cola-Coka
5671,125702,Male,19-30,Studying/working late,Cola-Coka
5672,125703,Male,31-45,Sports/exercise,CodeX
5673,125704,Female,19-30,Sports/exercise,Sky 9
5674,125705,Male,15-18,Social outings/parties,Bepsi
5675,125706,Non-binary,31-45,Social outings/parties,CodeX
5676,125707,Male,19-30,Social outings/parties,Cola-Coka
5677,125708,Female,31-45,Social outings/parties,CodeX
5678,125709,Male,46-65,Driving/commuting,Others
5679,125710,Male,19-30,Sports/exercise,Cola-Coka
5680,125711,Female,19-30,Driving/commuting,Cola-Coka
5681,125712,Non-binary,46-65,Sports/exercise,Cola-Coka
5682,125713,Male,31-45,Social outings/parties,Others
5683,125714,Male,19-30,Sports/exercise,Bepsi
5684,125715,Female,15-18,Sports/exercise,Bepsi
5685,125716,Male,15-18,Sports/exercise,Blue Bull
5686,125717,Female,19-30,Sports/exercise,Bepsi
5687,125718,Male,15-18,Sports/exercise,Bepsi
5688,125719,Male,19-30,Sports/exercise,Bepsi
5689,125720,Male,46-65,Studying/working late,CodeX
5690,125721,Male,31-45,Sports/exercise,Blue Bull
5691,125722,Male,31-45,Studying/working late,Cola-Coka
5692,125723,Female,31-45,Sports/exercise,CodeX
5693,125724,Female,19-30,Sports/exercise,Bepsi
5694,125725,Male,15-18,Social outings/parties,CodeX
5695,125726,Male,31-45,Sports/exercise,Sky 9
5696,125727,Male,19-30,Social outings/parties,Cola-Coka
5697,125728,Male,31-45,Sports/exercise,Cola-Coka
5698,125729,Male,31-45,Studying/working late,Cola-Coka
5699,125730,Female,19-30,Studying/working late,Others
5700,125731,Female,19-30,Social outings/parties,Blue Bull
5701,125732,Female,19-30,Studying/working late,CodeX
5702,125733,Male,15-18,Sports/exercise,Gangster
5703,125734,Male,31-45,Sports/exercise,Gangster
5704,125735,Female,31-45,Social outings/parties,Blue Bull
5705,125736,Male,19-30,Social outings/parties,Blue Bull
5706,125737,Male,19-30,Sports/exercise,Cola-Coka
5707,125738,Male,31-45,Sports/exercise,Gangster
5708,125739,Male,19-30,Sports/exercise,Cola-Coka
5709,125740,Female,31-45,Studying/working late,Cola-Coka
5710,125741,Male,19-30,Studying/working late,Bepsi
5711,125742,Male,15-18,Sports/exercise,Cola-Coka
5712,125743,Male,31-45,Studying/working late,Blue Bull
5713,125744,Female,31-45,Studying/working late,Cola-Coka
5714,125745,Non-binary,19-30,Social outings/parties,Gangster
5715,125746,Female,19-30,Sports/exercise,Bepsi
5716,125747,Non-binary,31-45,Sports/exercise,Gangster
5717,125748,Male,31-45,Studying/working late,Sky 9
5718,125749,Male,31-45,Studying/working late,Blue Bull
5719,125750,Female,31-45,Studying/working late,Bepsi
5720,125751,Male,31-45,Sports/exercise,Blue Bull
5721,125752,Male,15-18,Sports/exercise,Cola-Coka
5722,125753,Female,31-45,Sports/exercise,Gangster
5723,125754,Male,19-30,Sports/exercise,Bepsi
5724,125755,Female,19-30,Studying/working late,Sky 9
5725,125756,Male,19-30,Sports/exercise,Cola-Coka
5726,125757,Male,19-30,Social outings/parties,Cola-Coka
5727,125758,Female,31-45,Sports/exercise,Cola-Coka
5728,125759,Female,19-30,Social outings/parties,Gangster
5729,125760,Female,15-18,Studying/working late,Blue Bull
5730,125761,Male,15-18,Studying/working late,Cola-Coka
5731,125762,Female,19-30,Sports/exercise,CodeX
5732,125763,Male,31-45,Other,Gangster
5733,125764,Female,15-18,Sports/exercise,Bepsi
5734,125765,Male,19-30,Sports/exercise,Others
5735,125766,Female,19-30,Studying/working late,Sky 9
5736,125767,Female,19-30,Studying/working late,Bepsi
5737,125768,Male,19-30,Sports/exercise,Cola-Coka
5738,125769,Male,65+,Sports/exercise,Sky 9
5739,125770,Male,31-45,Sports/exercise,Bepsi
5740,125771,Female,65+,Sports/exercise,Cola-Coka
5741,125772,Male,31-45,Sports/exercise,Sky 9
5742,125773,Female,19-30,Social outings/parties,Bepsi
5743,125774,Male,19-30,Sports/exercise,Others
5744,125775,Non-binary,19-30,Driving/commuting,Cola-Coka
5745,125776,Male,46-65,Sports/exercise,Bepsi
5746,125777,Female,19-30,Studying/working late,Cola-Coka
5747,125778,Male,31-45,Studying/working late,Bepsi
5748,125779,Female,19-30,Studying/working late,Bepsi
5749,125780,Male,31-45,Sports/exercise,Bepsi
5750,125781,Male,19-30,Sports/exercise,Gangster
5751,125782,Male,19-30,Sports/exercise,Bepsi
5752,125783,Female,19-30,Social outings/parties,Bepsi
5753,125784,Male,19-30,Driving/commuting,Cola-Coka
5754,125785,Non-binary,46-65,Social outings/parties,Gangster
5755,125786,Male,15-18,Sports/exercise,Bepsi
5756,125787,Female,31-45,Sports/exercise,Sky 9
5757,125788,Female,31-45,Studying/working late,Cola-Coka
5758,125789,Female,31-45,Driving/commuting,Cola-Coka
5759,125790,Male,31-45,Social outings/parties,Sky 9
5760,125791,Male,19-30,Other,Cola-Coka
5761,125792,Male,19-30,Sports/exercise,Sky 9
5762,125793,Male,19-30,Studying/working late,Cola-Coka
5763,125794,Male,31-45,Sports/exercise,Bepsi
5764,125795,Male,19-30,Sports/exercise,Cola-Coka
5765,125796,Female,19-30,Other,Cola-Coka
