,Unnamed: 0,Respondent_ID,Gender,Age,Reasons_for_choosing_brands,Current_brands
4053,4053,124084,Female,31-45,Effectiveness,Cola-Coka
4054,4054,124085,Non-binary,19-30,Brand reputation,Bepsi
4055,4055,124086,Male,15-18,Effectiveness,Cola-Coka
4056,4056,124087,Male,19-30,Effectiveness,Cola-Coka
4057,4057,124088,Male,31-45,Brand reputation,Bepsi
4058,4058,124089,Female,46-65,Taste/flavor preference,Bepsi
4059,4059,124090,Male,31-45,Other,Bepsi
4060,4060,124091,Male,15-18,Availability,Sky 9
4061,4061,124092,Male,15-18,Brand reputation,Cola-Coka
4062,4062,124093,Female,19-30,Brand reputation,Bepsi
4063,4063,124094,Male,19-30,Other,Bepsi
4064,4064,124095,Male,19-30,Other,Cola-Coka
4065,4065,124096,Male,31-45,Brand reputation,Cola-Coka
4066,4066,124097,Male,15-18,Taste/flavor preference,Bepsi
4067,4067,124098,Female,19-30,Taste/flavor preference,Bepsi
4068,4068,124099,Male,31-45,Effectiveness,Gangster
4069,4069,124100,Male,19-30,Brand reputation,Others
4070,4070,124101,Male,65+,Taste/flavor preference,Bepsi
4071,4071,124102,Male,19-30,Brand reputation,Others
4072,4072,124103,Male,31-45,Brand reputation,Bepsi
4073,4073,124104,Female,19-30,Other,Cola-Coka
4074,4074,124105,Male,19-30,Brand reputation,Gangster
4075,4075,124106,Male,31-45,Availability,Cola-Coka
4076,4076,124107,Male,19-30,Availability,Bepsi
4077,4077,124108,Non-binary,19-30,Brand reputation,Gangster
4078,4078,124109,Female,31-45,Taste/flavor preference,Gangster
4079,4079,124110,Female,65+,Taste/flavor preference,Cola-Coka
4080,4080,124111,Non-binary,19-30,Availability,Others
4081,4081,124112,Male,15-18,Taste/flavor preference,Others
4082,4082,124113,Male,19-30,Availability,Gangster
4083,4083,124114,Female,19-30,Other,Cola-Coka
4084,4084,124115,Female,19-30,Brand reputation,Bepsi
4085,4085,124116,Male,46-65,Availability,Cola-Coka
4086,4086,124117,Female,19-30,Other,CodeX
4087,4087,124118,Non-binary,19-30,Taste/flavor preference,Bepsi
4088,4088,124119,Male,19-30,Brand reputation,Blue Bull
4089,4089,124120,Male,19-30,Other,Gangster
4090,4090,124121,Male,19-30,Taste/flavor preference,Gangster
4091,4091,124122,Female,31-45,Taste/flavor preference,Sky 9
4092,4092,124123,Male,31-45,Other,CodeX
4093,4093,124124,Female,31-45,Other,Cola-Coka
4094,4094,124125,Female,15-18,Taste/flavor preference,Bepsi
4095,4095,124126,Female,19-30,Effectiveness,Gangster
4096,4096,124127,Male,15-18,Availability,Cola-Coka
4097,4097,124128,Female,31-45,Taste/flavor preference,Cola-Coka
4098,4098,124129,Female,19-30,Brand reputation,Bepsi
4099,4099,124130,Non-binary,19-30,Availability,Bepsi
4100,4100,124131,Female,31-45,Other,Gangster
4101,4101,124132,Female,19-30,Taste/flavor preference,Cola-Coka
4102,4102,124133,Male,31-45,Taste/flavor preference,CodeX
4103,4103,124134,Female,19-30,Effectiveness,CodeX
4104,4104,124135,Male,19-30,Brand reputation,Bepsi
4105,4105,124136,Male,15-18,Brand reputation,Cola-Coka
4106,4106,124137,Male,19-30,Taste/flavor preference,Blue Bull
4107,4107,124138,Male,31-45,Availability,Cola-Coka
4108,4108,124139,Male,19-30,Availability,Gangster
4109,4109,124140,Male,19-30,Availability,Bepsi
4110,4110,124141,Female,46-65,Other,Bepsi
4111,4111,124142,Non-binary,19-30,Other,Blue Bull
4112,4112,124143,Male,31-45,Availability,Blue Bull
4113,4113,124144,Male,19-30,Taste/flavor preference,Blue Bull
4114,4114,124145,Male,31-45,Effectiveness,Gangster
4115,4115,124146,Male,31-45,Other,Cola-Coka
4116,4116,124147,Female,19-30,Taste/flavor preference,Cola-Coka
4117,4117,124148,Male,19-30,Brand reputation,Cola-Coka
4118,4118,124149,Male,19-30,Brand reputation,Cola-Coka
4119,4119,124150,Non-binary,19-30,Effectiveness,Gangster
4120,4120,124151,Male,19-30,Other,Cola-Coka
4121,4121,124152,Male,15-18,Brand reputation,Sky 9
4122,4122,124153,Male,19-30,Effectiveness,Others
4123,4123,124154,Female,31-45,Brand reputation,Others
4124,4124,124155,Female,31-45,Taste/flavor preference,Bepsi
4125,4125,124156,Male,31-45,Taste/flavor preference,Bepsi
4126,4126,124157,Male,65+,Effectiveness,Cola-Coka
4127,4127,124158,Male,19-30,Brand reputation,CodeX
4128,4128,124159,Male,31-45,Other,Bepsi
4129,4129,124160,Male,19-30,Other,Bepsi
4130,4130,124161,Female,15-18,Effectiveness,Bepsi
4131,4131,124162,Female,31-45,Other,Bepsi
4132,4132,124163,Male,31-45,Effectiveness,Sky 9
4133,4133,124164,Male,31-45,Other,Cola-Coka
4134,4134,124165,Male,19-30,Availability,CodeX
4135,4135,124166,Male,19-30,Brand reputation,Bepsi
4136,4136,124167,Male,19-30,Taste/flavor preference,Gangster
4137,4137,124168,Female,31-45,Other,Cola-Coka
4138,4138,124169,Male,65+,Effectiveness,Bepsi
4139,4139,124170,Male,31-45,Brand reputation,Bepsi
4140,4140,124171,Male,19-30,Effectiveness,Cola-Coka
4141,4141,124172,Male,31-45,Taste/flavor preference,Cola-Coka
4142,4142,124173,Female,19-30,Effectiveness,Gangster
4143,4143,124174,Male,31-45,Effectiveness,Sky 9
4144,4144,124175,Male,19-30,Brand reputation,Bepsi
4145,4145,124176,Male,19-30,Availability,Cola-Coka
4146,4146,124177,Male,31-45,Other,Cola-Coka
4147,4147,124178,Female,19-30,Availability,CodeX
4148,4148,124179,Male,19-30,Other,Sky 9
4149,4149,124180,Male,19-30,Taste/flavor preference,Cola-Coka
4150,4150,124181,Female,19-30,Effectiveness,Bepsi
4151,4151,124182,Male,19-30,Availability,CodeX
4152,4152,124183,Male,15-18,Brand reputation,Gangster
4153,4153,124184,Male,31-45,Taste/flavor preference,Cola-Coka
4154,4154,124185,Male,31-45,Taste/flavor preference,Sky 9
4155,4155,124186,Non-binary,31-45,Availability,Gangster
4156,4156,124187,Female,19-30,Effectiveness,Blue Bull
4157,4157,124188,Male,31-45,Taste/flavor preference,Gangster
4158,4158,124189,Male,19-30,Other,Sky 9
4159,4159,124190,Male,15-18,Availability,CodeX
4160,4160,124191,Female,19-30,Effectiveness,Blue Bull
4161,4161,124192,Female,19-30,Availability,Bepsi
4162,4162,124193,Female,19-30,Other,Cola-Coka
4163,4163,124194,Male,19-30,Effectiveness,Gangster
4164,4164,124195,Male,31-45,Brand reputation,Gangster
4165,4165,124196,Male,19-30,Availability,Cola-Coka
4166,4166,124197,Male,19-30,Effectiveness,Gangster
4167,4167,124198,Male,19-30,Effectiveness,CodeX
4168,4168,124199,Male,19-30,Other,Cola-Coka
4169,4169,124200,Female,19-30,Brand reputation,Gangster
4170,4170,124201,Female,19-30,Brand reputation,Cola-Coka
4171,4171,124202,Male,19-30,Effectiveness,Bepsi
4172,4172,124203,Male,19-30,Other,Gangster
4173,4173,124204,Male,15-18,Brand reputation,Gangster
4174,4174,124205,Female,19-30,Effectiveness,Sky 9
4175,4175,124206,Male,19-30,Brand reputation,CodeX
4176,4176,124207,Male,15-18,Effectiveness,Blue Bull
4177,4177,124208,Male,15-18,Availability,CodeX
4178,4178,124209,Male,19-30,Taste/flavor preference,Bepsi
4179,4179,124210,Male,19-30,Brand reputation,CodeX
4180,4180,124211,Male,15-18,Other,Cola-Coka
4181,4181,124212,Male,31-45,Availability,Bepsi
4182,4182,124213,Female,15-18,Effectiveness,Blue Bull
4183,4183,124214,Non-binary,15-18,Taste/flavor preference,Blue Bull
4184,4184,124215,Non-binary,19-30,Taste/flavor preference,Cola-Coka
4185,4185,124216,Female,19-30,Taste/flavor preference,Blue Bull
4186,4186,124217,Male,31-45,Other,Sky 9
4187,4187,124218,Male,31-45,Other,Cola-Coka
4188,4188,124219,Female,19-30,Brand reputation,Blue Bull
4189,4189,124220,Male,19-30,Other,Cola-Coka
4190,4190,124221,Male,31-45,Other,Gangster
4191,4191,124222,Female,19-30,Other,Bepsi
4192,4192,124223,Male,19-30,Taste/flavor preference,Cola-Coka
4193,4193,124224,Male,31-45,Availability,Bepsi
4194,4194,124225,Male,19-30,Other,Cola-Coka
4195,4195,124226,Male,19-30,Availability,Cola-Coka
4196,4196,124227,Male,31-45,Availability,Blue Bull
4197,4197,124228,Female,31-45,Taste/flavor preference,Cola-Coka
4198,4198,124229,Male,19-30,Brand reputation,Bepsi
4199,4199,124230,Female,31-45,Taste/flavor preference,Gangster
4200,4200,124231,Male,19-30,Brand reputation,Cola-Coka
4201,4201,124232,Male,15-18,Taste/flavor preference,Bepsi
4202,4202,124233,Female,19-30,Other,Sky 9
4203,4203,124234,Male,19-30,Availability,Bepsi
4204,4204,124235,Male,19-30,Effectiveness,Gangster
4205,4205,124236,Female,19-30,Effectiveness,Sky 9
4206,4206,124237,Male,19-30,Brand reputation,Others
4207,4207,124238,Female,31-45,Brand reputation,Gangster
4208,4208,124239,Male,19-30,Availability,CodeX
4209,4209,124240,Male,19-30,Availability,Others
4210,4210,124241,Female,19-30,Effectiveness,Sky 9
4211,4211,124242,Male,19-30,Brand reputation,Bepsi
4212,4212,124243,Female,19-30,Other,Cola-Coka
4213,4213,124244,Male,19-30,Brand reputation,Sky 9
4214,4214,124245,Male,19-30,Availability,Gangster
4215,4215,124246,Female,19-30,Other,Bepsi
4216,4216,124247,Female,31-45,Effectiveness,Cola-Coka
4217,4217,124248,Female,19-30,Other,Cola-Coka
4218,4218,124249,Male,19-30,Taste/flavor preference,Bepsi
4219,4219,124250,Female,31-45,Effectiveness,Gangster
4220,4220,124251,Male,19-30,Availability,Cola-Coka
4221,4221,124252,Male,31-45,Effectiveness,Gangster
4222,4222,124253,Female,19-30,Taste/flavor preference,Cola-Coka
4223,4223,124254,Male,19-30,Availability,Blue Bull
4224,4224,124255,Male,19-30,Brand reputation,CodeX
4225,4225,124256,Male,19-30,Availability,CodeX
4226,4226,124257,Male,31-45,Other,Gangster
4227,4227,124258,Male,19-30,Taste/flavor preference,Cola-Coka
4228,4228,124259,Female,19-30,Brand reputation,Sky 9
4229,4229,124260,Female,19-30,Effectiveness,Blue Bull
4230,4230,124261,Female,15-18,Taste/flavor preference,CodeX
4231,4231,124262,Male,31-45,Brand reputation,Bepsi
4232,4232,124263,Female,19-30,Other,Cola-Coka
4233,4233,124264,Male,15-18,Taste/flavor preference,Bepsi
4234,4234,124265,Female,31-45,Brand reputation,Bepsi
4235,4235,124266,Female,31-45,Brand reputation,Blue Bull
4236,4236,124267,Female,19-30,Other,Sky 9
4237,4237,124268,Male,19-30,Brand reputation,Cola-Coka
4238,4238,124269,Male,19-30,Availability,CodeX
4239,4239,124270,Male,19-30,Availability,Sky 9
4240,4240,124271,Male,19-30,Taste/flavor preference,CodeX
4241,4241,124272,Male,19-30,Brand reputation,Cola-Coka
4242,4242,124273,Female,15-18,Brand reputation,Gangster
4243,4243,124274,Female,31-45,Other,Bepsi
4244,4244,124275,Non-binary,31-45,Taste/flavor preference,Bepsi
4245,4245,124276,Female,19-30,Brand reputation,Sky 9
4246,4246,124277,Male,31-45,Brand reputation,CodeX
4247,4247,124278,Female,65+,Brand reputation,Others
4248,4248,124279,Male,19-30,Brand reputation,Cola-Coka
4249,4249,124280,Male,31-45,Availability,Bepsi
4250,4250,124281,Female,31-45,Other,Sky 9
4251,4251,124282,Female,19-30,Other,Cola-Coka
4252,4252,124283,Female,19-30,Effectiveness,Bepsi
4253,4253,124284,Male,19-30,Availability,CodeX
4254,4254,124285,Male,46-65,Other,CodeX
4255,4255,124286,Male,15-18,Availability,Cola-Coka
4256,4256,124287,Female,31-45,Brand reputation,Cola-Coka
4257,4257,124288,Male,15-18,Brand reputation,CodeX
4258,4258,124289,Male,19-30,Brand reputation,Sky 9
4259,4259,124290,Female,31-45,Effectiveness,Sky 9
4260,4260,124291,Male,46-65,Other,Blue Bull
4261,4261,124292,Male,19-30,Brand reputation,Bepsi
4262,4262,124293,Female,19-30,Brand reputation,CodeX
4263,4263,124294,Male,19-30,Taste/flavor preference,Cola-Coka
4264,4264,124295,Male,15-18,Brand reputation,Sky 9
4265,4265,124296,Male,31-45,Other,Gangster
4266,4266,124297,Female,19-30,Taste/flavor preference,CodeX
4267,4267,124298,Male,19-30,Brand reputation,Gangster
4268,4268,124299,Male,46-65,Other,Cola-Coka
4269,4269,124300,Male,15-18,Taste/flavor preference,Cola-Coka
4270,4270,124301,Male,19-30,Brand reputation,Bepsi
4271,4271,124302,Male,15-18,Brand reputation,Others
4272,4272,124303,Male,31-45,Availability,Cola-Coka
4273,4273,124304,Male,19-30,Brand reputation,Cola-Coka
4274,4274,124305,Male,15-18,Availability,CodeX
4275,4275,124306,Female,31-45,Brand reputation,Bepsi
4276,4276,124307,Male,19-30,Brand reputation,Cola-Coka
4277,4277,124308,Male,19-30,Effectiveness,Cola-Coka
4278,4278,124309,Male,19-30,Taste/flavor preference,Cola-Coka
4279,4279,124310,Female,19-30,Taste/flavor preference,Cola-Coka
4280,4280,124311,Male,19-30,Brand reputation,Cola-Coka
4281,4281,124312,Male,19-30,Other,Cola-Coka
4282,4282,124313,Male,15-18,Taste/flavor preference,Cola-Coka
4283,4283,124314,Male,19-30,Taste/flavor preference,Cola-Coka
4284,4284,124315,Male,19-30,Taste/flavor preference,Cola-Coka
4285,4285,124316,Male,15-18,Other,Cola-Coka
4286,4286,124317,Male,31-45,Brand reputation,Cola-Coka
4287,4287,124318,Male,19-30,Other,Cola-Coka
4288,4288,124319,Male,19-30,Brand reputation,Gangster
4289,4289,124320,Male,19-30,Brand reputation,Bepsi
4290,4290,124321,Male,19-30,Other,Cola-Coka
4291,4291,124322,Male,19-30,Taste/flavor preference,Sky 9
4292,4292,124323,Male,31-45,Brand reputation,Bepsi
4293,4293,124324,Male,19-30,Brand reputation,Cola-Coka
4294,4294,124325,Male,19-30,Taste/flavor preference,Gangster
4295,4295,124326,Female,15-18,Taste/flavor preference,Cola-Coka
4296,4296,124327,Male,31-45,Other,Bepsi
4297,4297,124328,Female,19-30,Brand reputation,Gangster
4298,4298,124329,Male,19-30,Effectiveness,Blue Bull
4299,4299,124330,Male,19-30,Availability,Gangster
4300,4300,124331,Male,46-65,Other,Gangster
4301,4301,124332,Female,15-18,Effectiveness,Gangster
4302,4302,124333,Male,31-45,Availability,Bepsi
4303,4303,124334,Female,19-30,Availability,Gangster
4304,4304,124335,Male,19-30,Brand reputation,Cola-Coka
4305,4305,124336,Male,15-18,Brand reputation,Gangster
4306,4306,124337,Male,31-45,Availability,Bepsi
4307,4307,124338,Male,15-18,Taste/flavor preference,Cola-Coka
4308,4308,124339,Male,19-30,Taste/flavor preference,Sky 9
4309,4309,124340,Male,31-45,Effectiveness,Bepsi
4310,4310,124341,Male,19-30,Other,Cola-Coka
4311,4311,124342,Male,19-30,Effectiveness,Gangster
4312,4312,124343,Male,19-30,Brand reputation,Gangster
4313,4313,124344,Female,31-45,Brand reputation,Gangster
4314,4314,124345,Male,19-30,Availability,Blue Bull
4315,4315,124346,Male,19-30,Brand reputation,Sky 9
4316,4316,124347,Non-binary,19-30,Other,Others
4317,4317,124348,Female,15-18,Other,Sky 9
4318,4318,124349,Male,19-30,Availability,Cola-Coka
4319,4319,124350,Female,19-30,Availability,Cola-Coka
4320,4320,124351,Male,31-45,Effectiveness,Blue Bull
4321,4321,124352,Female,19-30,Effectiveness,CodeX
4322,4322,124353,Male,19-30,Availability,Blue Bull
4323,4323,124354,Female,19-30,Brand reputation,Sky 9
4324,4324,124355,Non-binary,19-30,Brand reputation,Gangster
4325,4325,124356,Female,19-30,Brand reputation,Gangster
4326,4326,124357,Non-binary,19-30,Availability,Cola-Coka
4327,4327,124358,Female,31-45,Brand reputation,Cola-Coka
4328,4328,124359,Female,15-18,Effectiveness,Bepsi
4329,4329,124360,Male,31-45,Brand reputation,Blue Bull
4330,4330,124361,Male,31-45,Availability,Bepsi
4331,4331,124362,Female,19-30,Brand reputation,Bepsi
4332,4332,124363,Female,31-45,Availability,CodeX
4333,4333,124364,Female,15-18,Brand reputation,Gangster
4334,4334,124365,Male,19-30,Brand reputation,Blue Bull
4335,4335,124366,Male,46-65,Taste/flavor preference,Cola-Coka
4336,4336,124367,Male,15-18,Brand reputation,Bepsi
4337,4337,124368,Female,19-30,Availability,Gangster
4338,4338,124369,Male,19-30,Other,Gangster
4339,4339,124370,Non-binary,19-30,Taste/flavor preference,Bepsi
4340,4340,124371,Female,15-18,Taste/flavor preference,Gangster
4341,4341,124372,Female,19-30,Availability,Cola-Coka
4342,4342,124373,Female,31-45,Taste/flavor preference,Blue Bull
4343,4343,124374,Female,19-30,Brand reputation,Bepsi
4344,4344,124375,Female,31-45,Other,Gangster
4345,4345,124376,Male,15-18,Taste/flavor preference,Cola-Coka
4346,4346,124377,Female,31-45,Brand reputation,Sky 9
4347,4347,124378,Male,19-30,Brand reputation,Gangster
4348,4348,124379,Female,19-30,Other,Bepsi
4349,4349,124380,Male,19-30,Brand reputation,Gangster
4350,4350,124381,Female,19-30,Other,Bepsi
4351,4351,124382,Male,31-45,Availability,Cola-Coka
4352,4352,124383,Female,19-30,Other,Bepsi
4353,4353,124384,Female,31-45,Availability,Cola-Coka
4354,4354,124385,Female,19-30,Effectiveness,Blue Bull
4355,4355,124386,Male,15-18,Effectiveness,Bepsi
4356,4356,124387,Female,46-65,Effectiveness,Gangster
4357,4357,124388,Female,19-30,Availability,Cola-Coka
4358,4358,124389,Male,19-30,Effectiveness,Sky 9
4359,4359,124390,Male,31-45,Taste/flavor preference,Cola-Coka
4360,4360,124391,Male,31-45,Availability,Blue Bull
4361,4361,124392,Male,15-18,Effectiveness,Cola-Coka
4362,4362,124393,Male,46-65,Other,Sky 9
4363,4363,124394,Male,15-18,Brand reputation,Gangster
4364,4364,124395,Male,31-45,Taste/flavor preference,Cola-Coka
4365,4365,124396,Male,15-18,Brand reputation,Bepsi
4366,4366,124397,Male,19-30,Brand reputation,Others
4367,4367,124398,Male,19-30,Availability,Blue Bull
4368,4368,124399,Female,19-30,Taste/flavor preference,Others
4369,4369,124400,Male,19-30,Brand reputation,Bepsi
4370,4370,124401,Male,31-45,Taste/flavor preference,CodeX
4371,4371,124402,Male,19-30,Effectiveness,Bepsi
4372,4372,124403,Male,31-45,Effectiveness,Bepsi
4373,4373,124404,Male,19-30,Brand reputation,Cola-Coka
4374,4374,124405,Male,19-30,Other,Cola-Coka
4375,4375,124406,Female,19-30,Brand reputation,Others
4376,4376,124407,Female,19-30,Other,Blue Bull
4377,4377,124408,Male,15-18,Brand reputation,Gangster
4378,4378,124409,Male,15-18,Taste/flavor preference,Cola-Coka
4379,4379,124410,Male,19-30,Availability,Cola-Coka
4380,4380,124411,Female,15-18,Other,Bepsi
4381,4381,124412,Male,19-30,Availability,Cola-Coka
4382,4382,124413,Male,31-45,Other,Cola-Coka
4383,4383,124414,Female,19-30,Taste/flavor preference,Cola-Coka
4384,4384,124415,Male,15-18,Brand reputation,Blue Bull
4385,4385,124416,Female,31-45,Other,CodeX
4386,4386,124417,Male,19-30,Availability,Gangster
4387,4387,124418,Female,19-30,Availability,Cola-Coka
4388,4388,124419,Male,19-30,Brand reputation,Cola-Coka
4389,4389,124420,Male,31-45,Brand reputation,Blue Bull
4390,4390,124421,Male,31-45,Availability,Gangster
4391,4391,124422,Male,15-18,Availability,Bepsi
4392,4392,124423,Female,15-18,Taste/flavor preference,Sky 9
4393,4393,124424,Male,19-30,Availability,Gangster
4394,4394,124425,Male,19-30,Availability,CodeX
4395,4395,124426,Male,31-45,Availability,Others
4396,4396,124427,Male,19-30,Availability,Bepsi
4397,4397,124428,Male,19-30,Taste/flavor preference,Bepsi
4398,4398,124429,Male,19-30,Availability,Bepsi
4399,4399,124430,Female,31-45,Availability,Gangster
4400,4400,124431,Male,19-30,Availability,Gangster
4401,4401,124432,Female,19-30,Effectiveness,Bepsi
4402,4402,124433,Female,31-45,Other,Blue Bull
4403,4403,124434,Non-binary,31-45,Effectiveness,Gangster
4404,4404,124435,Female,19-30,Effectiveness,CodeX
4405,4405,124436,Female,19-30,Brand reputation,Cola-Coka
4406,4406,124437,Male,19-30,Availability,Bepsi
4407,4407,124438,Male,19-30,Availability,Blue Bull
4408,4408,124439,Male,19-30,Brand reputation,Bepsi
4409,4409,124440,Female,19-30,Other,Blue Bull
4410,4410,124441,Male,15-18,Availability,Sky 9
4411,4411,124442,Male,31-45,Taste/flavor preference,Blue Bull
4412,4412,124443,Male,31-45,Brand reputation,Cola-Coka
4413,4413,124444,Male,31-45,Other,Cola-Coka
4414,4414,124445,Male,19-30,Availability,Gangster
4415,4415,124446,Female,19-30,Brand reputation,CodeX
4416,4416,124447,Male,31-45,Availability,Bepsi
4417,4417,124448,Male,31-45,Taste/flavor preference,Gangster
4418,4418,124449,Female,19-30,Effectiveness,Gangster
4419,4419,124450,Female,31-45,Effectiveness,Blue Bull
4420,4420,124451,Female,65+,Effectiveness,Cola-Coka
4421,4421,124452,Male,15-18,Brand reputation,Bepsi
4422,4422,124453,Male,19-30,Availability,Bepsi
4423,4423,124454,Male,46-65,Taste/flavor preference,Others
4424,4424,124455,Female,19-30,Taste/flavor preference,Bepsi
4425,4425,124456,Male,15-18,Brand reputation,Blue Bull
4426,4426,124457,Male,19-30,Brand reputation,Gangster
4427,4427,124458,Male,31-45,Taste/flavor preference,Gangster
4428,4428,124459,Male,19-30,Brand reputation,Gangster
4429,4429,124460,Male,31-45,Brand reputation,Bepsi
4430,4430,124461,Male,31-45,Effectiveness,Cola-Coka
4431,4431,124462,Male,15-18,Brand reputation,Cola-Coka
4432,4432,124463,Female,15-18,Taste/flavor preference,Cola-Coka
4433,4433,124464,Male,19-30,Availability,Bepsi
4434,4434,124465,Non-binary,15-18,Effectiveness,Gangster
4435,4435,124466,Female,46-65,Other,Cola-Coka
4436,4436,124467,Male,19-30,Availability,Bepsi
4437,4437,124468,Male,65+,Brand reputation,Cola-Coka
4438,4438,124469,Male,65+,Availability,CodeX
4439,4439,124470,Female,19-30,Other,Bepsi
4440,4440,124471,Female,19-30,Effectiveness,Bepsi
4441,4441,124472,Female,19-30,Brand reputation,CodeX
4442,4442,124473,Male,19-30,Other,Sky 9
4443,4443,124474,Female,19-30,Brand reputation,Cola-Coka
4444,4444,124475,Female,19-30,Taste/flavor preference,Cola-Coka
4445,4445,124476,Female,19-30,Taste/flavor preference,Gangster
4446,4446,124477,Female,31-45,Brand reputation,Bepsi
4447,4447,124478,Male,19-30,Brand reputation,Cola-Coka
4448,4448,124479,Male,19-30,Taste/flavor preference,Cola-Coka
4449,4449,124480,Female,19-30,Taste/flavor preference,Others
4450,4450,124481,Male,31-45,Effectiveness,Cola-Coka
4451,4451,124482,Non-binary,19-30,Effectiveness,Gangster
4452,4452,124483,Male,15-18,Taste/flavor preference,Sky 9
4453,4453,124484,Male,19-30,Brand reputation,Cola-Coka
4454,4454,124485,Female,19-30,Brand reputation,Cola-Coka
4455,4455,124486,Female,19-30,Effectiveness,Cola-Coka
4456,4456,124487,Female,31-45,Taste/flavor preference,Blue Bull
4457,4457,124488,Male,15-18,Other,Bepsi
4458,4458,124489,Female,15-18,Effectiveness,Bepsi
4459,4459,124490,Male,19-30,Brand reputation,Cola-Coka
4460,4460,124491,Female,19-30,Effectiveness,Bepsi
4461,4461,124492,Male,19-30,Availability,Gangster
4462,4462,124493,Male,19-30,Other,Sky 9
4463,4463,124494,Male,19-30,Availability,Sky 9
4464,4464,124495,Male,19-30,Availability,Bepsi
4465,4465,124496,Male,15-18,Availability,CodeX
4466,4466,124497,Female,19-30,Taste/flavor preference,CodeX
4467,4467,124498,Female,19-30,Other,Blue Bull
4468,4468,124499,Male,31-45,Availability,Bepsi
4469,4469,124500,Female,19-30,Effectiveness,Cola-Coka
4470,4470,124501,Female,19-30,Availability,Bepsi
4471,4471,124502,Male,19-30,Brand reputation,Bepsi
4472,4472,124503,Male,31-45,Brand reputation,Cola-Coka
4473,4473,124504,Male,15-18,Availability,Gangster
4474,4474,124505,Female,19-30,Other,Cola-Coka
4475,4475,124506,Female,15-18,Other,Gangster
4476,4476,124507,Male,31-45,Availability,CodeX
4477,4477,124508,Female,19-30,Effectiveness,Bepsi
4478,4478,124509,Male,46-65,Other,Gangster
4479,4479,124510,Female,19-30,Taste/flavor preference,Cola-Coka
4480,4480,124511,Male,15-18,Brand reputation,Gangster
4481,4481,124512,Male,15-18,Taste/flavor preference,Gangster
4482,4482,124513,Male,19-30,Brand reputation,CodeX
4483,4483,124514,Male,19-30,Brand reputation,Bepsi
4484,4484,124515,Male,19-30,Availability,Bepsi
4485,4485,124516,Male,19-30,Taste/flavor preference,Bepsi
4486,4486,124517,Male,15-18,Availability,Bepsi
4487,4487,124518,Female,19-30,Brand reputation,Bepsi
4488,4488,124519,Male,31-45,Brand reputation,Cola-Coka
4489,4489,124520,Female,19-30,Brand reputation,Bepsi
4490,4490,124521,Male,19-30,Effectiveness,Cola-Coka
4491,4491,124522,Male,31-45,Brand reputation,Gangster
4492,4492,124523,Male,19-30,Other,Cola-Coka
4493,4493,124524,Male,46-65,Effectiveness,Cola-Coka
4494,4494,124525,Female,15-18,Taste/flavor preference,CodeX
4495,4495,124526,Female,31-45,Effectiveness,Bepsi
4496,4496,124527,Male,19-30,Other,Cola-Coka
4497,4497,124528,Female,46-65,Other,Gangster
4498,4498,124529,Male,19-30,Availability,Cola-Coka
4499,4499,124530,Male,19-30,Other,Others
4500,4500,124531,Female,19-30,Effectiveness,Cola-Coka
4501,4501,124532,Female,19-30,Other,Cola-Coka
4502,4502,124533,Male,31-45,Other,Sky 9
4503,4503,124534,Non-binary,31-45,Effectiveness,Blue Bull
4504,4504,124535,Male,19-30,Availability,CodeX
4505,4505,124536,Male,46-65,Availability,Bepsi
4506,4506,124537,Male,19-30,Brand reputation,Others
4507,4507,124538,Female,31-45,Brand reputation,Bepsi
4508,4508,124539,Female,31-45,Availability,Others
4509,4509,124540,Female,65+,Other,Cola-Coka
4510,4510,124541,Male,19-30,Other,Gangster
4511,4511,124542,Male,46-65,Availability,Others
4512,4512,124543,Female,46-65,Availability,Cola-Coka
4513,4513,124544,Male,19-30,Other,Blue Bull
4514,4514,124545,Male,15-18,Brand reputation,Cola-Coka
4515,4515,124546,Male,31-45,Availability,Others
4516,4516,124547,Male,15-18,Taste/flavor preference,Blue Bull
4517,4517,124548,Female,31-45,Effectiveness,Gangster
4518,4518,124549,Male,19-30,Availability,Bepsi
4519,4519,124550,Male,19-30,Availability,Sky 9
4520,4520,124551,Male,31-45,Availability,Bepsi
4521,4521,124552,Female,19-30,Taste/flavor preference,CodeX
4522,4522,124553,Male,19-30,Availability,Cola-Coka
4523,4523,124554,Male,31-45,Brand reputation,Gangster
4524,4524,124555,Female,19-30,Effectiveness,CodeX
4525,4525,124556,Male,19-30,Other,CodeX
4526,4526,124557,Male,19-30,Brand reputation,Others
4527,4527,124558,Female,19-30,Effectiveness,Bepsi
4528,4528,124559,Male,19-30,Taste/flavor preference,Bepsi
4529,4529,124560,Male,31-45,Taste/flavor preference,Blue Bull
4530,4530,124561,Male,15-18,Brand reputation,Gangster
4531,4531,124562,Male,15-18,Availability,Gangster
4532,4532,124563,Male,31-45,Other,Cola-Coka
4533,4533,124564,Male,15-18,Brand reputation,Sky 9
4534,4534,124565,Non-binary,19-30,Taste/flavor preference,Cola-Coka
4535,4535,124566,Male,19-30,Other,Cola-Coka
4536,4536,124567,Male,15-18,Brand reputation,Cola-Coka
4537,4537,124568,Male,19-30,Other,Cola-Coka
4538,4538,124569,Male,19-30,Brand reputation,Bepsi
4539,4539,124570,Male,31-45,Availability,Gangster
4540,4540,124571,Male,19-30,Other,Cola-Coka
4541,4541,124572,Male,19-30,Availability,CodeX
