,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
6019,6019,6019,128407,Male,19-30,Bepsi,Online ads,2-3 times a week
6020,6020,6020,128409,Female,19-30,Blue Bull,Online ads,Rarely
6021,6021,6021,128410,Female,19-30,Cola-Coka,Online ads,Once a week
6022,6022,6022,128412,Female,15-18,Cola-Coka,Other,Rarely
6023,6023,6023,128413,Male,15-18,Sky 9,TV commercials,2-3 times a week
6024,6024,6024,128417,Male,31-45,Bepsi,Print media,Daily
6025,6025,6025,128418,Female,19-30,Bepsi,Online ads,Daily
6026,6026,6026,128419,Female,19-30,Bepsi,TV commercials,2-3 times a week
6027,6027,6027,128423,Male,15-18,Gangster,TV commercials,Rarely
6028,6028,6028,128425,Male,31-45,Cola-Coka,Online ads,Once a week
6029,6029,6029,128429,Male,46-65,Sky 9,Print media,2-3 times a week
6030,6030,6030,128431,Female,19-30,Gangster,Online ads,2-3 times a week
6031,6031,6031,128432,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
6032,6032,6032,128440,Male,19-30,Gangster,TV commercials,Rarely
6033,6033,6033,128444,Male,19-30,Bepsi,Online ads,Rarely
6034,6034,6034,128445,Male,19-30,Gangster,Other,2-3 times a week
6035,6035,6035,128449,Male,15-18,Bepsi,Online ads,2-3 times a month
6036,6036,6036,128451,Male,19-30,Gangster,Online ads,Rarely
6037,6037,6037,128455,Non-binary,19-30,Sky 9,Outdoor billboards,2-3 times a week
6038,6038,6038,128456,Female,65+,Cola-Coka,Online ads,Rarely
6039,6039,6039,128462,Female,19-30,Bepsi,TV commercials,Once a week
6040,6040,6040,128463,Female,19-30,Blue Bull,Outdoor billboards,Once a week
6041,6041,6041,128466,Male,19-30,Sky 9,TV commercials,Daily
6042,6042,6042,128469,Female,19-30,Gangster,Other,2-3 times a week
6043,6043,6043,128473,Female,46-65,Others,Other,2-3 times a month
6044,6044,6044,128478,Female,19-30,Cola-Coka,Outdoor billboards,Daily
6045,6045,6045,128479,Male,19-30,Sky 9,Other,Daily
6046,6046,6046,128480,Female,19-30,Blue Bull,Outdoor billboards,Once a week
6047,6047,6047,128482,Male,31-45,Bepsi,TV commercials,Daily
6048,6048,6048,128483,Male,31-45,Gangster,TV commercials,2-3 times a week
6049,6049,6049,128484,Female,19-30,CodeX,TV commercials,2-3 times a week
6050,6050,6050,128488,Female,19-30,Bepsi,Online ads,Rarely
6051,6051,6051,128489,Male,19-30,Cola-Coka,Other,2-3 times a week
6052,6052,6052,128496,Male,15-18,Bepsi,Online ads,Daily
6053,6053,6053,128498,Male,19-30,Cola-Coka,Outdoor billboards,Once a week
6054,6054,6054,128500,Male,19-30,Gangster,Online ads,Daily
6055,6055,6055,128501,Male,15-18,Gangster,Online ads,Once a week
6056,6056,6056,128504,Female,19-30,Gangster,Other,Daily
6057,6057,6057,128506,Male,19-30,Bepsi,TV commercials,Once a week
6058,6058,6058,128507,Female,19-30,Bepsi,Online ads,2-3 times a week
6059,6059,6059,128509,Male,15-18,Cola-Coka,Print media,Daily
6060,6060,6060,128511,Non-binary,31-45,Blue Bull,TV commercials,2-3 times a week
6061,6061,6061,128512,Female,19-30,Blue Bull,Online ads,2-3 times a week
6062,6062,6062,128515,Non-binary,19-30,Cola-Coka,Print media,2-3 times a week
6063,6063,6063,128516,Male,19-30,Gangster,TV commercials,Rarely
6064,6064,6064,128520,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6065,6065,6065,128521,Female,31-45,Cola-Coka,Print media,2-3 times a week
6066,6066,6066,128523,Male,31-45,CodeX,Other,2-3 times a week
6067,6067,6067,128525,Female,46-65,Cola-Coka,Print media,Once a week
6068,6068,6068,128527,Male,19-30,Cola-Coka,TV commercials,Rarely
6069,6069,6069,128528,Female,19-30,Cola-Coka,Print media,Daily
6070,6070,6070,128529,Male,46-65,Blue Bull,Print media,2-3 times a week
6071,6071,6071,128530,Male,31-45,Gangster,TV commercials,2-3 times a month
6072,6072,6072,128532,Female,31-45,Gangster,Other,Rarely
6073,6073,6073,128535,Male,31-45,Sky 9,Other,Daily
6074,6074,6074,128540,Female,19-30,Cola-Coka,Online ads,2-3 times a month
6075,6075,6075,128541,Male,15-18,Gangster,Online ads,2-3 times a week
6076,6076,6076,128542,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6077,6077,6077,128545,Female,19-30,Bepsi,Online ads,2-3 times a month
6078,6078,6078,128546,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
6079,6079,6079,128547,Non-binary,15-18,Cola-Coka,Outdoor billboards,Once a week
6080,6080,6080,128548,Female,31-45,Blue Bull,Online ads,Once a week
6081,6081,6081,128550,Male,19-30,Bepsi,Online ads,Rarely
6082,6082,6082,128551,Male,19-30,Bepsi,Online ads,2-3 times a week
6083,6083,6083,128553,Male,19-30,Sky 9,Online ads,Rarely
6084,6084,6084,128556,Female,19-30,Bepsi,TV commercials,Once a week
6085,6085,6085,128558,Male,46-65,Cola-Coka,Online ads,Once a week
6086,6086,6086,128562,Male,15-18,Cola-Coka,Online ads,Rarely
6087,6087,6087,128564,Female,31-45,Sky 9,TV commercials,Rarely
6088,6088,6088,128566,Female,65+,CodeX,Online ads,Daily
6089,6089,6089,128567,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
6090,6090,6090,128568,Female,19-30,Bepsi,Other,2-3 times a month
6091,6091,6091,128569,Male,19-30,Others,Print media,Daily
6092,6092,6092,128572,Male,31-45,Gangster,TV commercials,2-3 times a week
6093,6093,6093,128573,Female,19-30,Bepsi,TV commercials,2-3 times a week
6094,6094,6094,128575,Female,19-30,Bepsi,Online ads,2-3 times a week
6095,6095,6095,128578,Male,19-30,Bepsi,TV commercials,2-3 times a week
6096,6096,6096,128581,Male,19-30,Gangster,Online ads,Once a week
6097,6097,6097,128583,Female,31-45,Blue Bull,Online ads,2-3 times a month
6098,6098,6098,128584,Male,19-30,Gangster,Print media,Rarely
6099,6099,6099,128585,Male,31-45,Cola-Coka,Online ads,Daily
6100,6100,6100,128586,Female,19-30,Gangster,Online ads,2-3 times a week
6101,6101,6101,128589,Male,31-45,Blue Bull,Other,Daily
6102,6102,6102,128590,Male,15-18,Sky 9,Online ads,Rarely
6103,6103,6103,128591,Male,19-30,Blue Bull,Outdoor billboards,Daily
6104,6104,6104,128592,Male,19-30,Blue Bull,Outdoor billboards,Daily
6105,6105,6105,128593,Male,15-18,Blue Bull,TV commercials,2-3 times a week
6106,6106,6106,128594,Female,19-30,Bepsi,Outdoor billboards,Daily
6107,6107,6107,128595,Male,15-18,Blue Bull,Online ads,2-3 times a month
6108,6108,6108,128597,Male,31-45,Bepsi,Outdoor billboards,2-3 times a month
6109,6109,6109,128600,Male,31-45,Gangster,Other,Once a week
6110,6110,6110,128601,Male,65+,Cola-Coka,Other,2-3 times a week
6111,6111,6111,128603,Female,19-30,Bepsi,TV commercials,Once a week
6112,6112,6112,128604,Non-binary,19-30,Gangster,Online ads,2-3 times a month
6113,6113,6113,128605,Male,19-30,Bepsi,TV commercials,Once a week
6114,6114,6114,128607,Male,65+,Blue Bull,Outdoor billboards,2-3 times a week
6115,6115,6115,128608,Male,19-30,Cola-Coka,Outdoor billboards,Rarely
6116,6116,6116,128609,Non-binary,31-45,Sky 9,TV commercials,2-3 times a week
6117,6117,6117,128611,Male,19-30,Others,TV commercials,2-3 times a week
6118,6118,6118,128612,Male,19-30,Cola-Coka,TV commercials,Once a week
6119,6119,6119,128615,Female,19-30,Gangster,Online ads,2-3 times a week
6120,6120,6120,128616,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
6121,6121,6121,128617,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6122,6122,6122,128624,Male,19-30,CodeX,Online ads,2-3 times a week
6123,6123,6123,128625,Female,19-30,CodeX,Online ads,Once a week
6124,6124,6124,128626,Male,19-30,Cola-Coka,TV commercials,Daily
6125,6125,6125,128627,Female,15-18,Others,TV commercials,Once a week
6126,6126,6126,128632,Male,19-30,CodeX,Online ads,Rarely
6127,6127,6127,128636,Male,19-30,Others,Online ads,Once a week
6128,6128,6128,128637,Male,19-30,Gangster,Online ads,Rarely
6129,6129,6129,128639,Male,15-18,Gangster,TV commercials,Rarely
6130,6130,6130,128640,Male,31-45,Gangster,Online ads,2-3 times a week
6131,6131,6131,128644,Male,31-45,Others,Print media,Rarely
6132,6132,6132,128647,Female,31-45,Sky 9,Online ads,2-3 times a month
6133,6133,6133,128648,Female,19-30,Cola-Coka,Online ads,Rarely
6134,6134,6134,128652,Male,19-30,Bepsi,TV commercials,2-3 times a week
6135,6135,6135,128656,Female,31-45,Gangster,Online ads,2-3 times a week
6136,6136,6136,128657,Male,19-30,Gangster,Online ads,Daily
6137,6137,6137,128658,Male,46-65,Others,Outdoor billboards,2-3 times a week
6138,6138,6138,128660,Male,31-45,Others,Outdoor billboards,2-3 times a month
6139,6139,6139,128661,Male,19-30,Bepsi,Other,2-3 times a week
6140,6140,6140,128666,Female,19-30,Gangster,Online ads,2-3 times a week
6141,6141,6141,128669,Non-binary,19-30,Cola-Coka,TV commercials,2-3 times a week
6142,6142,6142,128675,Female,15-18,Cola-Coka,Online ads,2-3 times a week
6143,6143,6143,128679,Male,15-18,Bepsi,Other,2-3 times a month
6144,6144,6144,128685,Female,15-18,Bepsi,Online ads,2-3 times a week
6145,6145,6145,128686,Male,19-30,Bepsi,Online ads,2-3 times a week
6146,6146,6146,128691,Male,15-18,Cola-Coka,Other,Once a week
6147,6147,6147,128693,Female,31-45,CodeX,Print media,2-3 times a month
6148,6148,6148,128695,Male,19-30,Bepsi,Outdoor billboards,2-3 times a month
6149,6149,6149,128698,Female,31-45,Bepsi,Print media,Daily
6150,6150,6150,128699,Male,19-30,Gangster,TV commercials,2-3 times a week
6151,6151,6151,128701,Male,19-30,Gangster,Online ads,Once a week
6152,6152,6152,128702,Female,19-30,Bepsi,TV commercials,2-3 times a week
6153,6153,6153,128703,Female,19-30,Bepsi,TV commercials,Daily
6154,6154,6154,128704,Female,31-45,Sky 9,TV commercials,2-3 times a week
6155,6155,6155,128712,Female,19-30,Bepsi,TV commercials,Rarely
6156,6156,6156,128713,Male,19-30,Gangster,Other,2-3 times a month
6157,6157,6157,128717,Male,19-30,Gangster,TV commercials,2-3 times a week
6158,6158,6158,128720,Female,19-30,Sky 9,Online ads,2-3 times a week
6159,6159,6159,128721,Male,19-30,Cola-Coka,Online ads,Rarely
6160,6160,6160,128722,Non-binary,19-30,Cola-Coka,Other,2-3 times a week
6161,6161,6161,128723,Female,15-18,Gangster,TV commercials,2-3 times a month
6162,6162,6162,128726,Female,15-18,Gangster,TV commercials,Once a week
6163,6163,6163,128728,Male,65+,Others,Other,Once a week
6164,6164,6164,128730,Male,65+,Gangster,Other,2-3 times a week
6165,6165,6165,128731,Male,19-30,Cola-Coka,Online ads,Once a week
6166,6166,6166,128732,Female,31-45,Blue Bull,TV commercials,2-3 times a week
6167,6167,6167,128733,Male,19-30,Sky 9,TV commercials,Rarely
6168,6168,6168,128735,Female,31-45,Cola-Coka,Online ads,2-3 times a week
6169,6169,6169,128736,Female,31-45,Blue Bull,Online ads,2-3 times a week
6170,6170,6170,128737,Male,19-30,Cola-Coka,Other,2-3 times a week
6171,6171,6171,128740,Female,15-18,Gangster,TV commercials,Once a week
6172,6172,6172,128743,Female,19-30,CodeX,Other,2-3 times a week
6173,6173,6173,128745,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6174,6174,6174,128746,Female,15-18,Bepsi,Other,Rarely
6175,6175,6175,128748,Male,19-30,Sky 9,Online ads,2-3 times a week
6176,6176,6176,128749,Female,19-30,Bepsi,Online ads,2-3 times a week
6177,6177,6177,128752,Male,19-30,CodeX,Online ads,Rarely
6178,6178,6178,128754,Male,31-45,CodeX,Other,2-3 times a week
6179,6179,6179,128755,Female,19-30,Bepsi,TV commercials,2-3 times a month
6180,6180,6180,128758,Female,19-30,Gangster,Print media,2-3 times a week
6181,6181,6181,128759,Female,19-30,Sky 9,Online ads,2-3 times a month
6182,6182,6182,128761,Male,19-30,CodeX,Print media,Daily
6183,6183,6183,128762,Non-binary,15-18,Cola-Coka,Online ads,2-3 times a week
6184,6184,6184,128763,Male,19-30,Blue Bull,TV commercials,2-3 times a week
6185,6185,6185,128765,Male,15-18,Bepsi,TV commercials,Once a week
6186,6186,6186,128766,Male,19-30,Sky 9,Online ads,Daily
6187,6187,6187,128767,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
6188,6188,6188,128768,Male,19-30,Gangster,Online ads,Daily
6189,6189,6189,128770,Male,15-18,Gangster,Online ads,2-3 times a week
6190,6190,6190,128772,Male,19-30,Sky 9,Other,2-3 times a week
6191,6191,6191,128773,Male,15-18,Bepsi,TV commercials,2-3 times a month
6192,6192,6192,128774,Male,15-18,Bepsi,Online ads,2-3 times a month
6193,6193,6193,128776,Female,19-30,Bepsi,TV commercials,Once a week
6194,6194,6194,128779,Male,19-30,CodeX,TV commercials,2-3 times a week
6195,6195,6195,128780,Male,15-18,Blue Bull,Other,2-3 times a month
6196,6196,6196,128781,Male,19-30,Cola-Coka,Online ads,Once a week
6197,6197,6197,128783,Male,19-30,Gangster,Outdoor billboards,2-3 times a month
6198,6198,6198,128784,Male,15-18,Gangster,Online ads,2-3 times a week
6199,6199,6199,128785,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
6200,6200,6200,128786,Male,15-18,Sky 9,TV commercials,2-3 times a month
6201,6201,6201,128787,Female,19-30,Bepsi,Online ads,2-3 times a week
6202,6202,6202,128788,Male,19-30,Sky 9,TV commercials,Daily
6203,6203,6203,128790,Non-binary,19-30,Cola-Coka,TV commercials,2-3 times a month
6204,6204,6204,128792,Male,19-30,Gangster,Online ads,Daily
6205,6205,6205,128797,Male,19-30,Cola-Coka,Print media,Rarely
6206,6206,6206,128798,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
6207,6207,6207,128799,Female,19-30,Others,TV commercials,2-3 times a month
6208,6208,6208,128801,Female,15-18,Sky 9,Online ads,Rarely
6209,6209,6209,128806,Male,19-30,Bepsi,Other,Rarely
6210,6210,6210,128807,Female,19-30,Blue Bull,TV commercials,2-3 times a week
6211,6211,6211,128808,Male,15-18,Bepsi,Online ads,Daily
6212,6212,6212,128809,Female,19-30,Gangster,Other,Once a week
6213,6213,6213,128810,Female,31-45,Gangster,Online ads,Once a week
6214,6214,6214,128811,Male,19-30,CodeX,Online ads,Daily
6215,6215,6215,128814,Male,19-30,Bepsi,TV commercials,Daily
6216,6216,6216,128816,Female,19-30,Cola-Coka,Print media,2-3 times a week
6217,6217,6217,128817,Male,19-30,Gangster,Outdoor billboards,Daily
6218,6218,6218,128818,Female,19-30,Bepsi,TV commercials,Rarely
6219,6219,6219,128820,Male,31-45,Gangster,TV commercials,Rarely
6220,6220,6220,128824,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
6221,6221,6221,128825,Male,46-65,Bepsi,Online ads,2-3 times a week
6222,6222,6222,128831,Female,19-30,CodeX,Outdoor billboards,Daily
6223,6223,6223,128835,Female,15-18,Sky 9,Online ads,2-3 times a week
6224,6224,6224,128838,Male,31-45,Bepsi,Outdoor billboards,Once a week
6225,6225,6225,128841,Female,19-30,Gangster,Online ads,2-3 times a month
6226,6226,6226,128842,Male,46-65,Gangster,Online ads,2-3 times a month
6227,6227,6227,128844,Male,19-30,Bepsi,Online ads,2-3 times a month
6228,6228,6228,128846,Female,31-45,Blue Bull,Print media,Daily
6229,6229,6229,128848,Non-binary,31-45,Sky 9,TV commercials,Once a week
6230,6230,6230,128851,Female,15-18,Cola-Coka,TV commercials,Once a week
6231,6231,6231,128853,Male,19-30,Bepsi,Other,2-3 times a week
6232,6232,6232,128854,Male,19-30,CodeX,Online ads,2-3 times a week
6233,6233,6233,128855,Female,19-30,Gangster,Online ads,2-3 times a month
6234,6234,6234,128857,Male,19-30,Blue Bull,Outdoor billboards,2-3 times a week
6235,6235,6235,128858,Male,19-30,Blue Bull,Other,2-3 times a week
6236,6236,6236,128859,Male,31-45,Blue Bull,Other,Once a week
6237,6237,6237,128864,Male,31-45,Gangster,Outdoor billboards,2-3 times a week
6238,6238,6238,128865,Male,19-30,Sky 9,Online ads,Rarely
6239,6239,6239,128868,Male,19-30,Bepsi,Print media,Once a week
6240,6240,6240,128871,Male,19-30,Sky 9,Online ads,Once a week
6241,6241,6241,128872,Male,31-45,Gangster,Outdoor billboards,Rarely
6242,6242,6242,128874,Female,19-30,Others,Online ads,Once a week
6243,6243,6243,128876,Female,19-30,Bepsi,Other,Once a week
6244,6244,6244,128879,Male,15-18,Blue Bull,Other,Rarely
6245,6245,6245,128880,Non-binary,15-18,Cola-Coka,TV commercials,Rarely
6246,6246,6246,128882,Female,19-30,CodeX,TV commercials,2-3 times a month
6247,6247,6247,128883,Male,19-30,Cola-Coka,Outdoor billboards,Daily
6248,6248,6248,128884,Female,19-30,Blue Bull,Other,2-3 times a month
6249,6249,6249,128885,Male,19-30,Gangster,TV commercials,Daily
6250,6250,6250,128888,Female,31-45,Cola-Coka,Other,2-3 times a week
6251,6251,6251,128892,Male,19-30,CodeX,Online ads,2-3 times a week
6252,6252,6252,128894,Male,19-30,Bepsi,Online ads,Rarely
6253,6253,6253,128895,Female,31-45,Cola-Coka,Other,2-3 times a month
6254,6254,6254,128896,Male,31-45,Bepsi,Outdoor billboards,2-3 times a month
6255,6255,6255,128898,Female,15-18,Cola-Coka,Online ads,Once a week
6256,6256,6256,128900,Male,19-30,CodeX,Online ads,2-3 times a week
6257,6257,6257,128901,Male,19-30,CodeX,TV commercials,Daily
6258,6258,6258,128902,Male,19-30,Gangster,Online ads,Daily
6259,6259,6259,128903,Male,15-18,Blue Bull,TV commercials,Daily
6260,6260,6260,128904,Male,19-30,Gangster,TV commercials,Daily
6261,6261,6261,128906,Male,15-18,Gangster,TV commercials,2-3 times a month
6262,6262,6262,128907,Male,19-30,Others,TV commercials,Once a week
6263,6263,6263,128911,Male,19-30,Bepsi,Online ads,Once a week
6264,6264,6264,128912,Non-binary,31-45,Gangster,Online ads,Rarely
6265,6265,6265,128915,Male,31-45,Bepsi,Other,Rarely
6266,6266,6266,128916,Female,19-30,Gangster,Other,2-3 times a month
6267,6267,6267,128918,Male,31-45,Bepsi,TV commercials,2-3 times a month
6268,6268,6268,128919,Male,19-30,Sky 9,Online ads,Rarely
6269,6269,6269,128921,Male,31-45,Gangster,Online ads,Daily
6270,6270,6270,128922,Male,19-30,Bepsi,Online ads,Rarely
6271,6271,6271,128926,Male,19-30,Sky 9,Other,2-3 times a week
6272,6272,6272,128929,Female,31-45,CodeX,Print media,Once a week
6273,6273,6273,128931,Male,15-18,Cola-Coka,TV commercials,2-3 times a week
6274,6274,6274,128933,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
6275,6275,6275,128935,Non-binary,31-45,Cola-Coka,Print media,2-3 times a week
6276,6276,6276,128941,Male,19-30,Cola-Coka,Online ads,Rarely
6277,6277,6277,128946,Male,15-18,Cola-Coka,Outdoor billboards,2-3 times a month
6278,6278,6278,128950,Male,19-30,Sky 9,Online ads,Rarely
6279,6279,6279,128953,Male,31-45,Gangster,TV commercials,2-3 times a week
6280,6280,6280,128954,Male,19-30,Cola-Coka,Outdoor billboards,Daily
6281,6281,6281,128957,Male,31-45,Others,Other,Once a week
6282,6282,6282,128958,Female,15-18,Sky 9,TV commercials,Once a week
6283,6283,6283,128959,Female,19-30,Cola-Coka,Online ads,Daily
6284,6284,6284,128963,Male,15-18,Blue Bull,Online ads,Daily
6285,6285,6285,128964,Male,31-45,Bepsi,TV commercials,2-3 times a week
6286,6286,6286,128965,Male,31-45,Bepsi,Outdoor billboards,Rarely
6287,6287,6287,128967,Male,19-30,Blue Bull,Online ads,2-3 times a week
6288,6288,6288,128968,Female,15-18,Cola-Coka,Online ads,Rarely
6289,6289,6289,128970,Female,19-30,Gangster,Online ads,Daily
6290,6290,6290,128971,Male,15-18,Cola-Coka,TV commercials,Daily
6291,6291,6291,128973,Male,19-30,Bepsi,Other,Rarely
6292,6292,6292,128975,Male,19-30,Bepsi,Online ads,Daily
6293,6293,6293,128976,Male,46-65,Cola-Coka,Online ads,Daily
6294,6294,6294,128980,Male,31-45,CodeX,TV commercials,2-3 times a week
6295,6295,6295,128983,Male,19-30,CodeX,Online ads,2-3 times a week
6296,6296,6296,128987,Female,19-30,Gangster,Outdoor billboards,Once a week
6297,6297,6297,128988,Male,31-45,Gangster,TV commercials,2-3 times a month
6298,6298,6298,128992,Male,19-30,Cola-Coka,Other,2-3 times a week
6299,6299,6299,128995,Male,15-18,Bepsi,TV commercials,2-3 times a week
6300,6300,6300,128997,Male,19-30,Blue Bull,Online ads,Daily
6301,6301,6301,128998,Female,46-65,Blue Bull,Online ads,Once a week
6302,6302,6302,129001,Female,31-45,Gangster,Online ads,2-3 times a month
6303,6303,6303,129009,Male,19-30,Others,TV commercials,2-3 times a week
6304,6304,6304,129011,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6305,6305,6305,129012,Non-binary,19-30,Cola-Coka,TV commercials,2-3 times a month
6306,6306,6306,129018,Female,19-30,Sky 9,TV commercials,Daily
6307,6307,6307,129021,Male,19-30,Cola-Coka,Online ads,Rarely
6308,6308,6308,129024,Female,46-65,Sky 9,Print media,2-3 times a week
6309,6309,6309,129027,Female,19-30,Gangster,TV commercials,2-3 times a month
6310,6310,6310,129028,Male,31-45,Bepsi,Online ads,2-3 times a month
6311,6311,6311,129029,Female,19-30,Sky 9,TV commercials,2-3 times a month
6312,6312,6312,129033,Female,31-45,Cola-Coka,Online ads,Daily
6313,6313,6313,129037,Female,19-30,Blue Bull,Online ads,Rarely
6314,6314,6314,129043,Male,31-45,Cola-Coka,Print media,Once a week
6315,6315,6315,129044,Female,19-30,Gangster,Print media,Rarely
6316,6316,6316,129047,Male,19-30,Gangster,Online ads,Rarely
6317,6317,6317,129048,Male,19-30,Cola-Coka,Online ads,Daily
6318,6318,6318,129049,Female,46-65,Blue Bull,Print media,Rarely
6319,6319,6319,129050,Male,19-30,Gangster,Online ads,2-3 times a month
6320,6320,6320,129051,Female,15-18,Cola-Coka,Online ads,2-3 times a week
6321,6321,6321,129054,Female,15-18,Cola-Coka,Online ads,Rarely
6322,6322,6322,129055,Male,19-30,Bepsi,Online ads,Daily
6323,6323,6323,129056,Female,31-45,Cola-Coka,Print media,2-3 times a month
6324,6324,6324,129059,Male,31-45,Blue Bull,Outdoor billboards,2-3 times a week
6325,6325,6325,129062,Non-binary,46-65,Blue Bull,Outdoor billboards,Rarely
6326,6326,6326,129064,Male,19-30,Blue Bull,TV commercials,2-3 times a month
6327,6327,6327,129065,Male,19-30,Bepsi,Print media,2-3 times a week
6328,6328,6328,129066,Male,19-30,Sky 9,Online ads,2-3 times a month
6329,6329,6329,129070,Male,19-30,Others,Online ads,2-3 times a week
6330,6330,6330,129072,Male,65+,Cola-Coka,Other,Daily
6331,6331,6331,129078,Male,19-30,Sky 9,Online ads,2-3 times a week
6332,6332,6332,129079,Male,19-30,Bepsi,Online ads,Rarely
6333,6333,6333,129082,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
6334,6334,6334,129084,Male,31-45,Gangster,Online ads,2-3 times a month
6335,6335,6335,129087,Male,19-30,Blue Bull,Online ads,Rarely
6336,6336,6336,129088,Male,19-30,Bepsi,Outdoor billboards,Once a week
6337,6337,6337,129089,Male,15-18,Cola-Coka,TV commercials,2-3 times a week
6338,6338,6338,129092,Male,19-30,CodeX,Other,2-3 times a week
6339,6339,6339,129095,Female,19-30,Bepsi,Other,2-3 times a month
6340,6340,6340,129097,Male,19-30,Bepsi,Online ads,2-3 times a week
6341,6341,6341,129098,Female,31-45,Cola-Coka,Online ads,2-3 times a week
6342,6342,6342,129099,Male,19-30,Cola-Coka,Online ads,Once a week
6343,6343,6343,129100,Female,19-30,Cola-Coka,Online ads,2-3 times a month
6344,6344,6344,129109,Female,46-65,CodeX,Online ads,Once a week
6345,6345,6345,129113,Female,19-30,Sky 9,TV commercials,Rarely
6346,6346,6346,129115,Male,31-45,CodeX,Online ads,2-3 times a month
6347,6347,6347,129117,Female,19-30,Cola-Coka,Other,Daily
6348,6348,6348,129118,Female,31-45,Cola-Coka,Other,Rarely
6349,6349,6349,129119,Female,65+,Cola-Coka,Other,Rarely
6350,6350,6350,129120,Female,19-30,Gangster,Online ads,2-3 times a month
6351,6351,6351,129123,Male,19-30,Gangster,Online ads,Rarely
6352,6352,6352,129127,Female,19-30,Bepsi,TV commercials,2-3 times a month
6353,6353,6353,129129,Male,46-65,Sky 9,Outdoor billboards,Once a week
6354,6354,6354,129132,Female,19-30,Bepsi,Online ads,2-3 times a week
6355,6355,6355,129133,Male,31-45,Gangster,Other,2-3 times a month
6356,6356,6356,129134,Male,15-18,Bepsi,Online ads,Once a week
6357,6357,6357,129135,Male,19-30,Cola-Coka,Online ads,2-3 times a month
6358,6358,6358,129136,Female,15-18,Gangster,Online ads,2-3 times a week
6359,6359,6359,129142,Female,31-45,Gangster,Print media,Rarely
6360,6360,6360,129143,Female,19-30,Gangster,Outdoor billboards,2-3 times a week
6361,6361,6361,129144,Male,31-45,Gangster,TV commercials,Daily
6362,6362,6362,129145,Male,19-30,Cola-Coka,TV commercials,Rarely
6363,6363,6363,129147,Female,19-30,Sky 9,Online ads,2-3 times a month
6364,6364,6364,129148,Male,19-30,Gangster,Online ads,2-3 times a month
6365,6365,6365,129149,Male,19-30,Cola-Coka,Other,2-3 times a month
6366,6366,6366,129151,Female,15-18,Cola-Coka,Online ads,Daily
6367,6367,6367,129153,Female,31-45,Cola-Coka,TV commercials,2-3 times a month
6368,6368,6368,129154,Female,19-30,Bepsi,Other,Once a week
6369,6369,6369,129155,Male,19-30,Sky 9,Other,Daily
6370,6370,6370,129156,Male,19-30,Bepsi,Other,2-3 times a week
6371,6371,6371,129157,Male,19-30,Bepsi,Online ads,Rarely
6372,6372,6372,129158,Male,65+,Others,TV commercials,Rarely
6373,6373,6373,129163,Male,19-30,Blue Bull,TV commercials,2-3 times a month
6374,6374,6374,129165,Male,46-65,Others,TV commercials,Daily
6375,6375,6375,129167,Male,19-30,Bepsi,TV commercials,Daily
6376,6376,6376,129169,Male,19-30,Bepsi,Online ads,2-3 times a week
6377,6377,6377,129177,Female,19-30,Sky 9,Other,2-3 times a week
6378,6378,6378,129180,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
6379,6379,6379,129181,Female,19-30,Others,Print media,2-3 times a week
6380,6380,6380,129185,Female,15-18,Bepsi,TV commercials,Rarely
6381,6381,6381,129186,Male,31-45,Bepsi,Print media,Once a week
6382,6382,6382,129188,Female,19-30,Sky 9,Print media,Rarely
6383,6383,6383,129189,Male,46-65,Sky 9,TV commercials,Once a week
6384,6384,6384,129190,Female,31-45,Blue Bull,Outdoor billboards,2-3 times a week
6385,6385,6385,129191,Female,31-45,Cola-Coka,Online ads,2-3 times a week
6386,6386,6386,129192,Female,19-30,Cola-Coka,Outdoor billboards,Daily
6387,6387,6387,129193,Female,31-45,Gangster,Print media,Rarely
6388,6388,6388,129194,Male,19-30,Blue Bull,TV commercials,Daily
6389,6389,6389,129196,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
6390,6390,6390,129198,Male,19-30,Cola-Coka,Online ads,2-3 times a week
6391,6391,6391,129199,Female,31-45,Cola-Coka,Other,Rarely
6392,6392,6392,129203,Male,19-30,Bepsi,Other,Rarely
6393,6393,6393,129206,Male,19-30,Sky 9,Online ads,Rarely
6394,6394,6394,129207,Male,19-30,Blue Bull,Online ads,2-3 times a week
6395,6395,6395,129208,Male,19-30,Bepsi,Online ads,Daily
